group	marker	posi	group_Americain	posi_physique
5A	Cluster_511|Contig2|original@184	152.7	NA	NA
5A	Cluster_511|Contig2|original@338	152.7	NA	NA
7B	Cluster_5111|Contig2|likelySeq@133	67.3	7B	83353125
2B	Cluster_5113|Contig1|complementarySeq@1439	204.6	2B	290085303
5B	Cluster_5114|Contig1|original@2143	74.3	5B	162791994
5A	Cluster_5114|Contig10|original@2764	223.9	5A	110489948
5A	Cluster_5114|Contig12|original@2730	97.1	5B	162791994
5A	Cluster_5114|Contig3|original@571	97.1	5A	57445424
5A	Cluster_5114|Contig4|original@571	97.1	5A	57445424
5A	Cluster_5114|Contig6|original@406	223.9	5A	110489948
5A	Cluster_5114|Contig7|original@577	97.1	5A	57445424
2A	Cluster_5122|Contig2|original@1259	104.2	NA	NA
5B	Cluster_5124|Contig2|original@360	55.3	5B	68494428
1B	Cluster_5127|Contig4|original@258	141.3	1A	225815440
7A	Cluster_5128|Contig1|complementarySeq@331	199.4	NA	NA
5B	Cluster_513|Contig1|original@332	278.5	NA	NA
7B	Cluster_513|Contig11|original@1065	0.399999999999977	7B	537112
7B	Cluster_513|Contig2|original@2647	0.399999999999977	7B	537112
7B	Cluster_513|Contig3|original@2582	0.399999999999977	7B	537112
5B	Cluster_513|Contig4|original@770	278.5	7B	537112
3B	Cluster_5132|Contig1|likelySeq@400	119.6	3B	470723203
3B	Cluster_5132|Contig1|likelySeq@285	118.5	3B	470723203
1B	Cluster_5137|Contig1|original@367	80	1B	163551470
1B	Cluster_5137|Contig2|complementarySeq@2153	80	NA	NA
2A	Cluster_5138|Contig1|likelySeq@745	93.3	2A	107906703
2A	Cluster_5138|Contig2|original@134	92.7	NA	NA
5A	Cluster_5139|Contig1|likelySeq@857	211.6	5B	215297647
7A	Cluster_514|Contig1|original@520	21.3	4A	202170175
4A	Cluster_514|Contig2|original@486	198.9	4A	202170175
1B	Cluster_5140|Contig1|likelySeq@401	155.3	NA	NA
1B	Cluster_5140|Contig2|original@139	155.3	NA	NA
4B	Cluster_5142|Contig2|complementarySeq@1336	89.6	4B	223866029
2B	Cluster_5147|Contig1|original@65	286.9	2B	341233741
2B	Cluster_5147|Contig6|original@620	287.2	2B	341233741
5B	Cluster_5148|Contig1|complementarySeq@1503	187.2	NA	NA
5B	Cluster_5148|Contig1|likelySeq@1545	187.2	NA	NA
5A	Cluster_5148|Contig2|complementarySeq@242	225.7	NA	NA
5A	Cluster_5148|Contig2|likelySeq@635	226.5	NA	NA
4B	Cluster_515|Contig2|original@2912	125.9	4B	267043791
4B	Cluster_515|Contig2|original@3681	125.9	4B	267043791
3B	Cluster_5152|Contig1|complementarySeq@1725	187.8	3B	681865100
4A	Cluster_5153|Contig1|complementarySeq@270	96.8	4B	14734933
2B	Cluster_5155|Contig1|original@1102	144.9	2B	235579938
2A	Cluster_5155|Contig3|original@1556	112.4	2A	163319747
6A	Cluster_5156|Contig1|original@620	28.8	6A	6353462
6B	Cluster_5156|Contig3|original@347	46.5	NA	NA
6A	Cluster_5156|Contig4|original@389	28.9	6A	6353462
4B	Cluster_5159|Contig1|original@1502	82	4B	197474989
6A	Cluster_5163|Contig1|original@106	61.3	6A	31040933
6A	Cluster_5163|Contig2|likelySeq@2624	61.3	6B	115430069
3B	Cluster_5167|Contig1|complementarySeq@1207	106.2	3B	33072237
6B	Cluster_5173|Contig1|original@289	120.8	NA	NA
6B	Cluster_5173|Contig1|original@212	122.1	NA	NA
6A	Cluster_5173|Contig2|original@517	104.1	6A	155144851
5A	Cluster_5178|Contig1|original@239	140.9	5B	188388640
5B	Cluster_5184|Contig1|complementarySeq@1236	64.5	5B	114659950
5A	Cluster_5188|Contig1|original@780	72.9	NA	NA
5A	Cluster_519|Contig2|original@2502	140.9	5A	76895844
2A	Cluster_5191|Contig1|likelySeq@350	112.4	NA	NA
1B	Cluster_5192|Contig2|complementarySeq@131	54.1	1B	78339293
3B	Cluster_5196|Contig1|original@478	206.9	NA	NA
3B	Cluster_5196|Contig1|original@498	208.1	NA	NA
7B	Cluster_5198|Contig1|original@415	88.7	7B	191819504
7B	Cluster_5198|Contig2|original@682	88.4	7B	191819504
7A	Cluster_5198|Contig3|original@1609	142.3	7A	79350770
5A	Cluster_52|Contig1|original@1404	124.2	5A	63710423
5A	Cluster_52|Contig2|original@854	124.2	5A	63710423
5A	Cluster_52|Contig4|original@1559	124.2	NA	NA
5A	Cluster_52|Contig6|original@1430	124.2	NA	NA
5A	Cluster_52|Contig8|original@1416	124.2	5A	63710423
6A	Cluster_5205|Contig2|original@125	100.5	NA	NA
5B	Cluster_5208|Contig2|original@2463	118.6	NA	NA
5A	Cluster_5208|Contig3|original@3434	151.4	5A	84392864
5B	Cluster_5211|Contig1|original@1151	33.4	5B	7455789
4A	Cluster_5212|Contig1|complementarySeq@881	59.3	4A	25198075
4A	Cluster_5212|Contig2|original@138	59.3	4A	25198075
7A	Cluster_5219|Contig2|original@181	209.6	7A	158172593
2B	Cluster_522|Contig1|original@630	144.9	2B	210270090
2B	Cluster_5221|Contig2|likelySeq@740	169.4	2B	173065314
2B	Cluster_5223|Contig2|likelySeq@448	139.4	NA	NA
1A	Cluster_5224|Contig1|likelySeq@1433	72.5	NA	NA
5A	Cluster_5225|Contig1|original@1167	221.5	5A	113231261
6B	Cluster_5226|Contig1|original@416	188.9	6B	198950567
6B	Cluster_5230|Contig2|original@945	89.6	6B	111376758
5A	Cluster_5232|Contig2|original@180	308.7	4B	312880587
6B	Cluster_5239|Contig1|original@1027	132.7	6B	161873761
6A	Cluster_5239|Contig2|original@1262	116.1	6A	190749486
7A	Cluster_5244|Contig2|original@102	176.5	7A	143335085
5B	Cluster_5245|Contig11|original@299	1.3	5B	1968176
5B	Cluster_5245|Contig12|original@1163	1.3	NA	NA
5B	Cluster_5245|Contig13|original@311	1.3	NA	NA
5B	Cluster_5245|Contig14|original@1718	1.3	5B	1968176
5B	Cluster_5245|Contig15|original@3027	1.3	NA	NA
5A	Cluster_5245|Contig3|original@3374	5.7	NA	NA
5B	Cluster_5245|Contig4|original@1543	1.3	NA	NA
3A	Cluster_525|Contig1|original@156	103.7	3A	139054119
3B	Cluster_5259|Contig1|complementarySeq@927	108.8	3B	252126388
3B	Cluster_5259|Contig1|likelySeq@927	109	3B	252126388
3B	Cluster_5259|Contig2|complementarySeq@684	109	3B	252126388
3B	Cluster_5259|Contig2|likelySeq@2439	109	3B	252126388
3B	Cluster_5259|Contig3|original@487	109	3B	252126388
1B	Cluster_5264|Contig1|complementarySeq@162	59.7	1B	51913748
6A	Cluster_5267|Contig5|original@755	179.8	6A	201876568
3B	Cluster_527|Contig43|original@131	191.6	3B	127828329
5A	Cluster_527|Contig61|likelySeq@973	151.4	5A	83668000
5A	Cluster_527|Contig61|likelySeq@1580	151.4	5A	83668000
3A	Cluster_527|Contig79|original@829	192.2	NA	NA
1B	Cluster_5271|Contig2|original@198	80.8	NA	NA
3A	Cluster_5273|Contig1|complementarySeq@432	88.7	NA	NA
4B	Cluster_5275|Contig1|original@553	64.6	NA	NA
3B	Cluster_5277|Contig1|original@488	117.7	NA	NA
3B	Cluster_5277|Contig1|original@184	117.7	NA	NA
5B	Cluster_528|Contig1|complementarySeq@1769	182.3	NA	NA
4A	Cluster_5280|Contig3|original@650	77.2	4A	80842603
5A	Cluster_5283|Contig1|original@1654	307.4	5A	143564659
1A	Cluster_5285|Contig3|original@1389	186.8	1A	243936955
4A	Cluster_5286|Contig1|complementarySeq@489	83.5	NA	NA
4A	Cluster_5286|Contig1|likelySeq@489	83.5	NA	NA
3B	Cluster_5287|Contig2|original@179	129.4	NA	NA
7A	Cluster_5288|Contig10|original@208	5.2	7A	6348636
5A	Cluster_5291|Contig3|original@95	27	NA	NA
5A	Cluster_5291|Contig3|original@810	29.5	NA	NA
4B	Cluster_5292|Contig2|original@565	139.3	4B	299826918
4B	Cluster_5292|Contig3|original@728	139.3	4B	299826918
5B	Cluster_5294|Contig11|original@336	163.6	NA	NA
7A	Cluster_5294|Contig15|original@3984	280.2	7A	179017166
5B	Cluster_5294|Contig17|original@1306	268.3	NA	NA
5A	Cluster_5294|Contig18|original@1983	197.8	7A	179017166
5B	Cluster_5294|Contig19|original@661	276.6	NA	NA
7B	Cluster_5294|Contig22|original@2024	222.3	7B	248537592
7A	Cluster_5294|Contig3|original@1968	280.2	7A	179017166
3B	Cluster_5295|Contig1|complementarySeq@901	128	3B	495826686
2A	Cluster_5296|Contig2|likelySeq@1574	76.2	2A	172015684
6B	Cluster_5299|Contig1|complementarySeq@208	124.9	6B	143655380
2A	Cluster_5300|Contig1|original@320	230	2A	243996946
6B	Cluster_5301|Contig1|original@1208	212.1	6B	203175259
6B	Cluster_5301|Contig1|original@1102	212.5	6B	203175259
6B	Cluster_5301|Contig3|original@369	212.1	6B	203175259
6A	Cluster_5301|Contig5|original@50	208.7	6A	207450767
4B	Cluster_5302|Contig2|original@329	93.5	4B	40610875
3B	Cluster_5303|Contig2|complementarySeq@842	136.7	NA	NA
6A	Cluster_5305|Contig2|original@245	111.8	6A	184413275
3A	Cluster_5308|Contig2|original@114	113.5	NA	NA
3A	Cluster_5308|Contig3|original@1336	113.5	NA	NA
5A	Cluster_531|Contig12|original@1472	289.3	NA	NA
2B	Cluster_531|Contig14|original@680	219.9	2B	306329232
4B	Cluster_5315|Contig1|complementarySeq@823	71.8	4A	124942780
5B	Cluster_5316|Contig1|original@1641	47.5	5B	19006169
5B	Cluster_5316|Contig2|original@444	47.5	NA	NA
3A	Cluster_5320|Contig1|complementarySeq@942	157.1	NA	NA
3A	Cluster_5320|Contig1|complementarySeq@683	159.2	NA	NA
6B	Cluster_5332|Contig2|complementarySeq@482	118.7	NA	NA
2A	Cluster_5336|Contig2|complementarySeq@631	126.2	2A	49098017
2A	Cluster_5336|Contig2|likelySeq@641	126.2	2A	49098017
2A	Cluster_5337|Contig1|original@1472	112.7	2B	180218333
2B	Cluster_5337|Contig3|original@897	144.9	2B	180218333
7A	Cluster_5338|Contig4|original@2152	282.6	7A	180375548
7A	Cluster_5338|Contig6|original@1174	281.8	7B	249450583
7A	Cluster_5338|Contig7|original@1244	281.8	7B	249450583
3B	Cluster_5340|Contig3|original@3158	89	3B	146423519
3B	Cluster_5340|Contig4|original@3449	89	3B	146423519
6A	Cluster_5346|Contig1|original@1203	116.1	6A	187500495
5A	Cluster_5347|Contig1|likelySeq@2072	72	5B	155096475
1B	Cluster_5349|Contig1|likelySeq@423	95.8	NA	NA
7A	Cluster_535|Contig1|original@605	152.9	NA	NA
7A	Cluster_5352|Contig3|original@291	225.2	7B	232307290
5B	Cluster_5354|Contig1|complementarySeq@369	260.6	5B	267806155
5B	Cluster_5354|Contig1|complementarySeq@435	260.6	5B	267806155
5B	Cluster_5354|Contig1|likelySeq@270	260.6	5B	267806155
6A	Cluster_5357|Contig2|original@1282	200.8	NA	NA
6B	Cluster_5357|Contig5|original@621	207.2	NA	NA
2B	Cluster_5358|Contig2|complementarySeq@702	144.9	NA	NA
2B	Cluster_5358|Contig2|complementarySeq@1319	144.9	NA	NA
4B	Cluster_5361|Contig1|original@277	158.2	4B	307562612
2B	Cluster_5363|Contig2|original@667	103.1	2B	38636442
3B	Cluster_5365|Contig2|likelySeq@326	92.1	NA	NA
3A	Cluster_5366|Contig2|original@1501	138.1	3A	156533687
3A	Cluster_5366|Contig2|original@1997	134.7	3A	156533687
3B	Cluster_5366|Contig5|original@1422	154.1	3B	597029268
3B	Cluster_5366|Contig5|original@1775	154.2	3B	597029268
5A	Cluster_5369|Contig1|original@268	316.7	5A	145263071
1B	Cluster_537|Contig2|original@1263	100.3	NA	NA
4B	Cluster_5370|Contig1|likelySeq@77	125.9	NA	NA
1A	Cluster_5372|Contig2|original@234	114.7	1A	222571999
4B	Cluster_5374|Contig2|original@841	138.5	4B	295410269
2A	Cluster_5379|Contig2|complementarySeq@302	93.7	2A	114388683
2A	Cluster_5379|Contig2|complementarySeq@456	93.7	2A	114388683
2A	Cluster_5379|Contig3|original@144	93.7	2A	185580783
5B	Cluster_538|Contig1|likelySeq@434	127.2	5B	198809198
5A	Cluster_538|Contig2|original@250	152.7	NA	NA
5A	Cluster_538|Contig2|original@90	152.7	NA	NA
5A	Cluster_538|Contig4|likelySeq@927	152.7	NA	NA
4B	Cluster_5380|Contig2|complementarySeq@1191	182.7	NA	NA
4B	Cluster_5380|Contig2|likelySeq@1191	182.7	NA	NA
3A	Cluster_5381|Contig16|original@1891	178.3	NA	NA
4B	Cluster_5381|Contig4|original@699	136.7	NA	NA
4B	Cluster_5381|Contig4|original@708	135.9	NA	NA
3B	Cluster_5381|Contig6|original@1712	188.8	NA	NA
2A	Cluster_5383|Contig1|original@234	109.4	2B	137633139
6A	Cluster_5384|Contig2|complementarySeq@94	16.8	NA	NA
6A	Cluster_5384|Contig2|complementarySeq@305	16.8	NA	NA
2A	Cluster_5385|Contig1|complementarySeq@2124	118.2	NA	NA
2A	Cluster_5385|Contig1|likelySeq@2124	112.7	NA	NA
4A	Cluster_5389|Contig1|original@683	180.2	4A	190849186
4A	Cluster_5389|Contig1|original@791	177.2	4A	190849186
7A	Cluster_5389|Contig2|original@516	61	7A	14181368
1B	Cluster_539|Contig1|original@453	100.3	1B	207219761
1B	Cluster_539|Contig1|original@476	100.4	1B	207219761
4B	Cluster_5396|Contig2|original@349	89.6	4A	133569020
4B	Cluster_5396|Contig2|original@476	89.4	4A	133569020
7B	Cluster_54|Contig1|original@4147	54.4	7A	52104660
7B	Cluster_54|Contig2|original@2862	54.4	7B	36674788
7B	Cluster_54|Contig3|original@2775	54.4	7B	36674788
7B	Cluster_54|Contig4|original@2771	54.4	7B	36674788
7B	Cluster_54|Contig5|original@2757	54.4	7B	36674788
7B	Cluster_54|Contig6|original@4198	54.4	7B	36674788
5A	Cluster_540|Contig1|original@2099	70.8	NA	NA
4B	Cluster_5403|Contig1|complementarySeq@1949	84.6	4B	116274116
4A	Cluster_5403|Contig1|likelySeq@1998	82.2	NA	NA
5A	Cluster_5408|Contig2|original@399	251.9	5A	126880835
1A	Cluster_5409|Contig3|original@1992	123.2	NA	NA
6A	Cluster_5410|Contig4|original@3426	15.8	NA	NA
6A	Cluster_5410|Contig4|original@2943	15.8	NA	NA
2B	Cluster_5416|Contig3|original@1111	227.1	2B	312544026
3A	Cluster_5433|Contig1|complementarySeq@1134	80.5	NA	NA
4A	Cluster_5435|Contig1|original@918	228.7	NA	NA
4A	Cluster_5435|Contig1|original@715	228.4	NA	NA
6B	Cluster_544|Contig1|complementarySeq@893	83.6	6B	82320738
6B	Cluster_544|Contig2|likelySeq@1915	83.6	6B	100121563
5B	Cluster_5445|Contig1|original@1083	278.2	NA	NA
7B	Cluster_5445|Contig2|original@515	0.399999999999977	NA	NA
5B	Cluster_5445|Contig3|original@1147	278.2	NA	NA
7B	Cluster_5445|Contig4|original@1006	0.399999999999977	NA	NA
2B	Cluster_545|Contig8|original@1337	217.2	2B	300746540
2B	Cluster_5452|Contig1|original@824	118	2B	55698292
2A	Cluster_5452|Contig5|original@118	93.7	2A	166184043
6A	Cluster_5453|Contig1|complementarySeq@2037	78.8	NA	NA
2A	Cluster_5454|Contig4|original@273	0	2A	171415683
2B	Cluster_5454|Contig5|original@826	1.2	2B	2227317
2B	Cluster_5454|Contig5|original@757	4.9	2B	2227317
2B	Cluster_5454|Contig6|original@847	0	2B	2227317
2B	Cluster_5454|Contig6|original@766	4.9	2B	2227317
2B	Cluster_5454|Contig7|original@439	4.9	2B	2227317
2B	Cluster_5454|Contig7|original@370	1.2	2B	2227317
4B	Cluster_546|Contig1|original@126	193.2	3B	762150925
1A	Cluster_5461|Contig2|original@414	187.1	NA	NA
1A	Cluster_5461|Contig3|original@1961	187.1	NA	NA
2B	Cluster_5465|Contig1|complementarySeq@175	204.3	2A	223527916
2B	Cluster_5465|Contig1|complementarySeq@1398	204.3	2A	223527916
1B	Cluster_5470|Contig1|original@1116	226.5	NA	NA
5B	Cluster_5473|Contig2|original@991	197	NA	NA
1A	Cluster_5483|Contig1|complementarySeq@801	131.1	1A	230972043
2B	Cluster_5485|Contig2|original@1784	102.7	2B	32468791
1B	Cluster_5487|Contig1|original@689	179	1B	275088444
4B	Cluster_549|Contig1|original@967	5.9	4B	1093601
2A	Cluster_5490|Contig1|original@1012	235.6	NA	NA
2A	Cluster_5490|Contig3|original@272	235.6	2A	244887475
5B	Cluster_5491|Contig1|likelySeq@1154	233.9	5B	256235751
5A	Cluster_5491|Contig2|original@60	269.1	5A	131746573
5B	Cluster_5491|Contig3|likelySeq@233	233.9	5B	256235751
3B	Cluster_5491|Contig4|original@238	93.7	3B	165329468
2B	Cluster_5494|Contig1|original@1684	144.9	NA	NA
2A	Cluster_5494|Contig2|original@2736	112.7	2A	146667017
2A	Cluster_5494|Contig2|original@3585	112.7	2A	146667017
2B	Cluster_5499|Contig3|original@320	212	2B	277961395
4A	Cluster_55|Contig2|original@313	56.4	4A	24985403
2A	Cluster_5501|Contig1|original@318	141.5	2A	207893588
2A	Cluster_5501|Contig1|original@1290	142.3	2A	207893588
2A	Cluster_5501|Contig2|original@1917	142.3	2B	146796027
4B	Cluster_5503|Contig2|original@200	99.3	4A	86482409
3B	Cluster_5504|Contig1|original@1323	136.7	3B	350937726
3B	Cluster_5504|Contig2|complementarySeq@1310	136.7	3A	135011918
7A	Cluster_5505|Contig7|original@742	17.8	7A	7775462
6B	Cluster_5509|Contig4|original@316	101.4	NA	NA
6B	Cluster_5509|Contig4|original@328	102.5	NA	NA
7B	Cluster_5515|Contig1|likelySeq@1275	85.4	NA	NA
7B	Cluster_5515|Contig2|original@1262	85.4	NA	NA
2A	Cluster_5517|Contig2|original@540	141.8	NA	NA
2A	Cluster_5517|Contig3|likelySeq@1058	141.8	NA	NA
7A	Cluster_552|Contig1|original@2342	154.9	7A	88897413
7B	Cluster_5527|Contig1|original@702	66.9	7B	53124836
7B	Cluster_5527|Contig3|likelySeq@1532	66.7	7A	51884494
5A	Cluster_5528|Contig1|complementarySeq@1761	216.8	NA	NA
5A	Cluster_5528|Contig1|likelySeq@1761	216.3	NA	NA
7B	Cluster_553|Contig1|original@1230	60	7A	52888878
7B	Cluster_553|Contig4|original@564	60	7A	29247443
7B	Cluster_553|Contig5|original@2392	60	7B	51665428
7B	Cluster_553|Contig5|original@2593	60	7B	51665428
4A	Cluster_5532|Contig2|original@282	193.1	4A	178569645
7A	Cluster_5532|Contig6|original@265	26.2	4A	178569645
3A	Cluster_5535|Contig1|likelySeq@1110	89.7	3A	96624256
4B	Cluster_5536|Contig1|original@969	66.6	4B	15851919
4B	Cluster_5536|Contig1|original@1172	66.6	4B	15851919
2A	Cluster_554|Contig1|original@1143	163.3	NA	NA
2A	Cluster_554|Contig10|original@902	163.3	NA	NA
2A	Cluster_554|Contig13|original@1658	163.3	NA	NA
2B	Cluster_5540|Contig5|original@805	37.3	2B	6270330
2B	Cluster_5540|Contig8|original@827	37.3	2B	6270330
2A	Cluster_5544|Contig1|original@354	190.5	2B	291634167
2B	Cluster_5544|Contig5|original@183	207.3	2B	291634167
2A	Cluster_5544|Contig6|original@349	190.5	2B	291634167
2B	Cluster_5544|Contig7|original@178	207.3	2B	291634167
2B	Cluster_5544|Contig9|original@337	207.3	2B	291634167
5B	Cluster_5545|Contig1|original@298	207	5B	241739153
5B	Cluster_5545|Contig4|original@388	204.9	5B	241739153
3A	Cluster_5555|Contig1|complementarySeq@2143	80.8	3A	33665772
3B	Cluster_5555|Contig1|likelySeq@2193	99.5	3B	182717529
6B	Cluster_5558|Contig1|original@3612	63.3	6B	28619821
2B	Cluster_5560|Contig1|likelySeq@1026	213.2	2B	284435171
2B	Cluster_5560|Contig1|likelySeq@1093	215.3	2B	284435171
1B	Cluster_5561|Contig2|original@106	89	1B	145049576
3B	Cluster_5564|Contig2|original@676	128	3B	496136261
2A	Cluster_5565|Contig1|original@225	111.5	2A	57879902
2A	Cluster_5569|Contig1|complementarySeq@643	146	NA	NA
2B	Cluster_5569|Contig1|likelySeq@1156	170.3	2B	237076538
2B	Cluster_557|Contig2|original@235	191.9	2B	242284837
5B	Cluster_5571|Contig1|original@200	115.1	5B	195049743
2A	Cluster_5572|Contig1|original@454	28.2	NA	NA
3B	Cluster_5575|Contig3|original@352	101.6	NA	NA
5B	Cluster_5577|Contig3|original@1127	55.3	5B	90037129
6A	Cluster_558|Contig3|original@286	50.8	6A	24799327
2A	Cluster_5583|Contig1|complementarySeq@967	111.2	2A	196338979
2B	Cluster_5583|Contig1|likelySeq@1154	144.9	2B	212539237
4B	Cluster_5585|Contig2|complementarySeq@1909	191.8	5A	147941012
4B	Cluster_5586|Contig1|complementarySeq@390	82.2	4B	214699016
4B	Cluster_5586|Contig1|likelySeq@206	82.2	4B	214699016
4A	Cluster_5586|Contig2|original@47	83	4A	126214184
5A	Cluster_5588|Contig1|complementarySeq@406	211.6	5A	107124672
5B	Cluster_559|Contig12|original@14696	64.5	5B	50380950
5B	Cluster_559|Contig13|original@14765	64.5	5B	51666792
5B	Cluster_559|Contig18|original@13665	64.5	NA	NA
5B	Cluster_559|Contig5|original@14780	64.5	5B	50380950
5B	Cluster_559|Contig7|original@428	64.5	5B	50380950
6B	Cluster_5596|Contig4|original@247	89.2	6A	105323373
5A	Cluster_5600|Contig3|original@3796	71.5	5A	26649616
5A	Cluster_5600|Contig4|original@3820	72	NA	NA
1B	Cluster_5602|Contig1|original@1030	32.4	1B	12656189
1B	Cluster_5602|Contig1|original@590	32.4	1B	12656189
1A	Cluster_5602|Contig2|original@326	46.8	1A	4614986
1A	Cluster_5602|Contig2|original@984	46.8	1A	4614986
1A	Cluster_5602|Contig2|original@450	46.8	1A	4614986
7A	Cluster_5603|Contig1|original@2745	130.8	7B	79255716
7A	Cluster_5603|Contig2|original@2069	131.1	7B	79255716
7B	Cluster_5603|Contig3|original@762	78.5	7B	79255716
5B	Cluster_5604|Contig1|original@1994	175.4	5B	221716458
5A	Cluster_5604|Contig2|original@1816	213.4	5A	108394495
5B	Cluster_5604|Contig3|original@433	175.4	5B	221716458
5A	Cluster_5604|Contig3|original@1584	213.9	5B	221716458
5A	Cluster_5604|Contig4|original@633	214.6	5A	108394495
2A	Cluster_5605|Contig1|original@572	193.4	2A	221705574
7A	Cluster_5608|Contig2|original@148	266.5	7A	176024063
4A	Cluster_561|Contig1|original@237	113.9	NA	NA
4B	Cluster_561|Contig2|original@819	32.7	NA	NA
5A	Cluster_5610|Contig1|original@332	317.6	5A	147167188
5A	Cluster_5610|Contig5|original@4464	317.6	5A	147167188
5A	Cluster_5610|Contig5|original@4733	318.5	5A	147167188
1B	Cluster_5611|Contig3|original@236	104.6	NA	NA
4B	Cluster_5612|Contig3|original@1542	89.6	4B	145063022
4B	Cluster_5614|Contig1|original@1058	81.3	4B	61076460
4B	Cluster_5614|Contig1|original@1484	81.3	4B	61076460
1A	Cluster_5616|Contig1|original@475	103.4	1A	206379012
1A	Cluster_5616|Contig2|original@309	103.4	1A	206379012
1B	Cluster_5616|Contig3|original@144	119.2	1B	220073609
2A	Cluster_5617|Contig1|likelySeq@274	251.3	2A	254220704
4B	Cluster_5618|Contig1|likelySeq@323	82	4B	211808906
4B	Cluster_5618|Contig1|likelySeq@417	81.3	4B	211808906
2A	Cluster_5619|Contig1|complementarySeq@610	112.7	NA	NA
2A	Cluster_5619|Contig2|complementarySeq@586	112.7	2A	46064584
5B	Cluster_5622|Contig2|original@579	61.5	5B	58146143
2B	Cluster_5627|Contig2|original@1019	242.9	2B	329651771
3A	Cluster_563|Contig3|original@374	178.6	NA	NA
3A	Cluster_5632|Contig1|complementarySeq@636	218.9	3B	738565446
3A	Cluster_5632|Contig2|original@15	218.9	3B	738565446
3B	Cluster_5632|Contig4|original@244	227.4	3B	738421744
3A	Cluster_5632|Contig7|complementarySeq@991	218.9	3B	738577086
3B	Cluster_5632|Contig8|original@215	227.4	3B	738421744
4B	Cluster_5634|Contig4|original@260	141	NA	NA
4B	Cluster_5634|Contig4|original@178	140.4	NA	NA
3B	Cluster_564|Contig1|likelySeq@394	162.9	3B	629802461
4B	Cluster_5642|Contig1|original@1568	89.6	4B	178239830
4B	Cluster_5642|Contig2|original@1701	89.6	4B	178239830
4B	Cluster_5642|Contig3|original@772	89.6	4A	106770209
4B	Cluster_5642|Contig4|original@1757	89.6	4B	178239830
3A	Cluster_5645|Contig1|complementarySeq@262	181.2	3A	170136304
3A	Cluster_5645|Contig1|likelySeq@262	181.2	3A	170136304
5B	Cluster_565|Contig1|original@1614	267.9	NA	NA
7A	Cluster_5650|Contig2|original@1249	148	NA	NA
7A	Cluster_5650|Contig3|original@554	148.4	7A	83100447
